item_id,shop_id,comment,rating
21694828011,405987583,Giao hàng nhanh đóng gói cẩn thận mọi người nên mua đã mua rất nhiều của shop,5
21694828011,405987583,"Sản phẩm đẹp, shop giao đúng hàng, vận chuyển nhanh nói chung là hài lòng",5
21694828011,405987583,"Đã nhận đủ số lượng hàng, đóng gói cẩn thận, sạc không kèm hộp",5
21694828011,405987583,"Chất lượng sản phẩm:ok
Đúng với mô tả:ok

Củ sạc hơi bẩn bẩn như đã qua sử dụng nên cho 4 sao thoiiiii",4
21694828011,405987583,"Chất lượng sản phẩm:chua ro
Đúng với mô tả:đúng

Không biết hàng auth hay gì nhưng sao cầm thấy nặng hơn cục tôi mua cùng điện thoại, pin đang 19 cắm vào 23% làm giật mình. Chưa dám sạc thử",5
21694828011,405987583,"Đúng với mô tả:ddungs
Chất lượng sản phẩm:tốt

hàng đẹp, màu xinh lắm, giao hàng siêu nhanh, ok nhaaaa",5
21694828011,405987583,Giao hàng nhanh chóng đóng gói cẩn thận chất lượng sản phẩm okela ơi,5
21694828011,405987583,"Đúng với mô tả:đúng
Chất lượng sản phẩm:oki

sạc nhanh đầy pin oki tuyệt vời quá hi oki rất oki quá oki",5
21694828011,405987583,"dây ngắn dùng ổn
giao hàng đúng dự kiến tuy không nhanh nhưng mà cũng không chậm
bán
mỗi dây giá rẻ ưng nhé",5
21694828011,405987583,"Chất lượng sản phẩm:tốt
Đúng với mô tả:đúng

Hàng đẹp.đúng mô tả",5
21694828011,405987583,"Chất lượng sản phẩm:5saoo

ok á tui dnag sài sạc ko nống máy á ổn áp vs giá 47k quá pkkkkkk",5
21694828011,405987583,sạc nhanh giao hàng nhanh dùng bền hay k thì kbt nhưng giá rẻ hihi,5
21694828011,405987583,Dây ổn. Rẻ. Sạc lên nhanh. Dây rất chắc. Bọc dù cẩn thận. Shop giao đúng màu,5
21694828011,405987583,Chất lượng tốt mọi ng mua ủng hộ shop nha giao hàng nhanh hịihihii,5
21694828011,405987583,"Chất lượng sản phẩm:chuẩn
Đúng với mô tả:đúng

sạc khá nhanh,khá ưng với sản phẩm nên mua nha mng.Sẽ ghé lại lần sau",5
21694828011,405987583,chất lượng sản phẩm tốt giao hàng nhanh chóng lần sau sẽ mua tiếp,5
21694828011,405987583,Đã nhận được hàng. Đóng gói cẩn thận đúng với mô tả. Chưa dùng nên chưa biết chất lượng,4
21694828011,405987583,"Đóng gói cẩn thận , sạc cũng OK hình ảnh chỉ mang tính chất nhận xu",5
21694828011,405987583,"Chất lượng sản phẩm:binh thuong
Đúng với mô tả:đúng

bao sạc nhanh nhưng mà thấy giống kiểu sach bthg hơn",5
21694828011,405987583,Sản phẩm tốt nhất chonmoij ngừi nên mua nha cả nhà giá rẻ nữa thì còn gì bằng nhớ áp mã hoàn xu và freeship để có ưu đãi tốt nhất nha,5
21694828011,405987583,"Chất lượng sản phẩm:mới dùng
Đúng với mô tả:đúng mô tả

Săn sale nên được giá rẻeeeeeee lắmmmmmmmmm",5
21694828011,405987583,"Quy khach co 10.001 dong trong tai khoan. Bam goi *098*3# de co 3GB voi 15.000d/3 ngay hoac *098*989# (30.000d/3 ngay) co 15GB (5GB/ngay), mien phi 10 phut/cuoc noi mang, 15 phut ngoai mang, SMS noi mang va TV360. Goi cuoc gia han khi het chu ky. De biet thong tin cac uu dai khac, bam goi *098# hoac truy cap My Viettel tai https://myvt.page.link/goidata . Chi tiet LH 198 (0d). Tran trong.",5
21694828011,405987583,"Mik có dây r nên mik mua cục để dùng nma kh sài dc hỏi shop thì shop bảo kh tương thích thì mik có hỏi lại là nếu mik đặt dây bên shop thì có dùng dc không nma 1 2 ngày rồi mik kh nhận dc câu trả lời 
Không ổn tý nào",1
21694828011,405987583,"Gel lột mụn BLACKHEAD MASK có thực sự tốt như review ?? 
Mình mới tậu em nó về dùng được 1 tháng, đây là kết quả sau khi lột lần đầu tiên và thấy khá bất ngờ về sản phẩm cũng như ko nghĩ là mũi mình lại nhiều mụn đến vậy. Mỗi tuần mình lột 1 lần và bôi serum dưỡng thường xuyên sau một tháng thấy mũi mình cải thiện khá nhiều, căng bóng và láng mịn hơn, lcl cũng ko bị to như trước. 
Về bản thân mình thì thấy sp này khá là ok chỉ hơi buồn là shop chưa có dv tặng kèm giấy, mình chia sẻ và có vài góp ý nho nhỏ. Ce nào có mụn cám vs đầu đen nhiều thì có thể test xem nhé https://shope.ee/6zqQlnmV60",5
21694828011,405987583,"Chất lượng sản phẩm:ddngs
Đúng với mô tả:tốt

Tôi nghĩ rằng tôi có thể tránh được rắc rối và sống bình yên bằng cách đơn giản đồng ý và cười..

18 Tháng Mười
Nodeulseom, Seoul",5
21694828011,405987583,"Chất lượng sản phẩm:Sài oke

Ship trong 24h dù đặt ship nhanh không phải hỏa tốc ahuhu thank shop nhé mình đang cần sạc k thì hết cả pinnn",5
21694828011,405987583,"Đúng với mô tả:ok
Chất lượng sản phẩm:ok

hàng xinh rẻ ok mk rất thích sẽ mua ủng hộ nhé tuyệt lắm nha",5
21694828011,405987583,Sạc giao nhanh tầm 1h lên được hơn 50% giá rẻ dùng ổn lên mua nhé mn nhận hàng như hình,5
21694828011,405987583,"Đúng với mô tả:ddungs
Chất lượng sản phẩm:ổn

giao hàng nhanh 
đóng gói cẩn thận 
sạc giao đủnhuwng sạc này ko sạc nhanh cho lănm
sạc bị châm pin🥲",5
21694828011,405987583,"Chất lượng sản phẩm:tot
Đúng với mô tả:đúngg

muaa đây là lần 2 rồi ạ sạc nhanhh nha giá rẻ mng nên thử ạ",5
21694828011,405987583,Sạc nhanh. Chất lượng tốt mọi người ủng hộ shop nhé. Giá thành hợp lý mà quá là chất lượng,5
21694828011,405987583,"Chất lượng sản phẩm:ổn
Đúng với mô tả:maybe

Sạc cũng ổn mỗi tội quên mua luôn củ nên phải ra quán mua :))",5
21694828011,405987583,"Chất lượng sản phẩm:tốt
Đúng với mô tả:đúng

Nhưng mà sao mang về mất tiêu cái hộp đựng, giá rẻ, hợp lý",5
21694828011,405987583,Sạc nhanh nên mua cả bộ thì rẻ hơn ko nên mua lẻ dùng bền -/:;()₫&@,5
21694828011,405987583,"Đủ gàng gói ổn rẻ giao nhanh fu,cj fnc nên mua nha mọi người kitx",5
21694828011,405987583,Giao hàng nhanh sp chất lượng nren mua nha mọi ngươig shipp quá nhanh,5
21694828011,405987583,"Sản phẩm đóng gói cẩn thận , giao hàng nhanh mọi người nên mua.",5
21694828011,405987583,"Chất lượng sản phẩm:toots

Giao đúng hạn. Chất lượng tốt nên mua nha mn",5
21694828011,405987583,"Sản phẩm tốt, giao hàng nhanh, shiper nhiệt tình, đảm bảo ok.",5
